transaction_id,card_id,entry_station,exit_station,entry_time,exit_time,travel_duration_minutes,fare_amount,card_balance,passenger_type,metro_line
TXN100002409,DMRC148206,New Delhi,Green Park,2025-10-06 18:35:00,2025-10-06 19:47:00,72,35,556,Adult,Blue Line
TXN100002410,DMRC934692,Green Park,Vaishali,2025-10-05 18:56:00,2025-10-05 19:32:00,36,52,361,Adult,Blue Line
TXN100002411,DMRC368153,Connaught Place,Airport,2025-10-01 16:25:00,2025-10-01 16:47:00,22,31,306,Senior,Violet Line
TXN100002412,DMRC508938,New Delhi,Chandni Chowk,2025-10-04 18:56:00,2025-10-04 19:44:00,48,31,458,Adult,Red Line
TXN100002413,DMRC804999,Nehru Place,Huda City Centre,2025-10-05 05:31:00,2025-10-05 05:42:00,11,14,676,Student,Yellow Line
TXN100002414,DMRC966519,Kalkaji Mandir,Rajiv Chowk,2025-10-06 18:21:00,2025-10-06 19:26:00,65,11,412,Adult,Red Line
TXN100002415,DMRC893906,Airport,Rajiv Chowk,2025-10-07 18:10:00,2025-10-07 19:29:00,79,28,633,Adult,Violet Line
TXN100002416,DMRC870781,Airport,Connaught Place,2025-10-04 10:08:00,2025-10-04 10:32:00,24,26,556,Student,Green Line
TXN100002417,DMRC601308,Nehru Place,Dwarka,2025-10-04 08:34:00,2025-10-04 09:23:00,49,21,997,Adult,Blue Line
TXN100002418,DMRC593200,Kalkaji Mandir,Green Park,2025-10-06 18:41:00,2025-10-06 19:18:00,37,45,873,Senior,Yellow Line
TXN100002419,DMRC876554,Huda City Centre,Airport,2025-10-05 14:12:00,2025-10-05 15:18:00,66,32,914,Student,Red Line
TXN100002420,DMRC164075,Huda City Centre,Anand Vihar,2025-10-05 07:34:00,2025-10-05 08:26:00,52,17,432,Adult,Violet Line
TXN100002421,DMRC194654,Green Park,New Delhi,2025-10-07 11:29:00,2025-10-07 12:17:00,48,33,697,Adult,Yellow Line
TXN100002422,DMRC468955,Airport,Botanical Garden,2025-10-06 19:45:00,2025-10-06 20:06:00,21,16,290,Senior,Green Line
TXN100002423,DMRC199717,Kalkaji Mandir,Connaught Place,2025-10-07 09:24:00,2025-10-07 10:19:00,55,30,270,Senior,Yellow Line
TXN100002424,DMRC625995,Kalkaji Mandir,Green Park,2025-10-03 14:29:00,2025-10-03 14:47:00,18,40,597,Senior,Blue Line
TXN100002425,DMRC992672,Dwarka,New Delhi,2025-10-02 09:27:00,2025-10-02 10:24:00,57,59,802,Student,Blue Line
TXN100002426,DMRC398772,Hauz Khas,Botanical Garden,2025-10-06 19:25:00,2025-10-06 19:59:00,34,36,165,Student,Blue Line
TXN100002427,DMRC861019,AIIMS,Airport,2025-10-05 23:29:00,2025-10-06 00:33:00,64,39,496,Student,Blue Line
TXN100002428,DMRC256092,INA,Noida Sector 62,2025-10-05 20:14:00,2025-10-05 20:49:00,35,44,309,Senior,Blue Line
TXN100002429,DMRC620599,Vaishali,Kashmere Gate,2025-10-04 19:22:00,2025-10-04 19:35:00,13,29,234,Senior,Yellow Line
TXN100002430,DMRC337733,Huda City Centre,Green Park,2025-10-07 08:03:00,2025-10-07 09:15:00,72,38,685,Adult,Violet Line
TXN100002431,DMRC282918,Kalkaji Mandir,Airport,2025-10-06 22:55:00,2025-10-06 23:12:00,17,15,961,Student,Red Line
TXN100002432,DMRC102229,Huda City Centre,Vaishali,2025-10-06 21:23:00,2025-10-06 22:27:00,64,56,194,Senior,Red Line
TXN100002433,DMRC722983,Anand Vihar,Hauz Khas,2025-10-04 19:41:00,2025-10-04 20:09:00,28,42,617,Senior,Yellow Line
TXN100002434,DMRC362971,Vaishali,Kalkaji Mandir,2025-10-05 05:55:00,2025-10-05 06:36:00,41,15,168,Student,Red Line
TXN100002435,DMRC925607,Rajiv Chowk,Connaught Place,2025-10-03 22:39:00,2025-10-03 23:33:00,54,54,751,Senior,Green Line
TXN100002436,DMRC395321,Kashmere Gate,Airport,2025-10-07 18:55:00,2025-10-07 19:16:00,21,57,689,Student,Red Line
TXN100002437,DMRC971525,Rajiv Chowk,AIIMS,2025-10-07 09:15:00,2025-10-07 10:01:00,46,60,297,Adult,Green Line
TXN100002438,DMRC128164,Dwarka,Noida Sector 62,2025-10-05 17:52:00,2025-10-05 19:03:00,71,54,535,Senior,Red Line
TXN100002439,DMRC360851,Huda City Centre,New Delhi,2025-10-07 10:19:00,2025-10-07 11:18:00,59,30,880,Student,Yellow Line
TXN100002440,DMRC743173,AIIMS,Huda City Centre,2025-10-06 16:05:00,2025-10-06 17:23:00,78,18,59,Student,Red Line
TXN100002441,DMRC206425,Airport,Dwarka,2025-10-06 17:07:00,2025-10-06 18:04:00,57,56,574,Adult,Green Line
TXN100002442,DMRC368665,Botanical Garden,Airport,2025-10-05 17:34:00,2025-10-05 18:39:00,65,12,166,Adult,Violet Line
TXN100002443,DMRC100565,Kashmere Gate,Nehru Place,2025-10-04 09:01:00,2025-10-04 09:33:00,32,53,798,Student,Green Line
TXN100002444,DMRC284306,Vaishali,Rajiv Chowk,2025-10-06 22:30:00,2025-10-06 22:44:00,14,23,512,Adult,Violet Line
TXN100002445,DMRC473249,Noida Sector 62,Nehru Place,2025-10-01 17:40:00,2025-10-01 18:15:00,35,32,807,Student,Red Line
TXN100002446,DMRC492048,Chandni Chowk,Green Park,2025-10-07 08:07:00,2025-10-07 09:22:00,75,43,521,Student,Blue Line
TXN100002447,DMRC486630,Rajiv Chowk,Huda City Centre,2025-10-06 07:39:00,2025-10-06 08:01:00,22,59,326,Student,Violet Line
TXN100002448,DMRC162909,Nehru Place,AIIMS,2025-10-03 09:30:00,2025-10-03 10:16:00,46,57,972,Adult,Green Line
TXN100002449,DMRC741694,Chandni Chowk,INA,2025-10-04 15:17:00,2025-10-04 16:35:00,78,48,388,Adult,Yellow Line
TXN100002450,DMRC153096,Noida Sector 62,AIIMS,2025-10-06 15:53:00,2025-10-06 16:05:00,12,53,727,Senior,Blue Line
TXN100002451,DMRC563813,Huda City Centre,Rajiv Chowk,2025-10-01 18:19:00,2025-10-01 19:18:00,59,23,526,Senior,Blue Line
TXN100002452,DMRC187489,Anand Vihar,Hauz Khas,2025-10-02 09:33:00,2025-10-02 10:14:00,41,20,37,Adult,Green Line
TXN100002453,DMRC710643,Green Park,Dwarka,2025-10-02 08:29:00,2025-10-02 08:50:00,21,42,690,Senior,Violet Line
TXN100002454,DMRC311421,New Delhi,Green Park,2025-10-04 15:06:00,2025-10-04 16:21:00,75,28,370,Adult,Yellow Line
TXN100002455,DMRC161242,Rajiv Chowk,Noida Sector 62,2025-10-07 10:36:00,2025-10-07 11:02:00,26,35,424,Student,Yellow Line
TXN100002456,DMRC476190,Green Park,Nehru Place,2025-10-05 18:07:00,2025-10-05 19:24:00,77,12,197,Student,Yellow Line
TXN100002457,DMRC416896,Airport,Anand Vihar,2025-10-05 09:05:00,2025-10-05 09:16:00,11,44,10,Senior,Blue Line
TXN100002458,DMRC628477,Rajiv Chowk,INA,2025-10-06 16:01:00,2025-10-06 16:55:00,54,33,822,Adult,Red Line
TXN100002459,DMRC322119,Chandni Chowk,Kashmere Gate,2025-10-05 07:31:00,2025-10-05 08:06:00,35,18,556,Student,Blue Line
TXN100002460,DMRC433822,Huda City Centre,Chandni Chowk,2025-10-06 17:06:00,2025-10-06 17:54:00,48,29,733,Senior,Blue Line
TXN100002461,DMRC526978,Kalkaji Mandir,New Delhi,2025-10-01 13:13:00,2025-10-01 13:36:00,23,51,12,Senior,Blue Line
TXN100002462,DMRC739274,Noida Sector 62,Anand Vihar,2025-10-02 05:00:00,2025-10-02 05:56:00,56,38,470,Student,Yellow Line
TXN100002463,DMRC154879,INA,AIIMS,2025-10-04 05:26:00,2025-10-04 06:31:00,65,44,104,Student,Yellow Line
TXN100002464,DMRC700305,Green Park,Hauz Khas,2025-10-05 17:13:00,2025-10-05 17:25:00,12,51,104,Adult,Red Line
TXN100002465,DMRC118263,Kalkaji Mandir,Vaishali,2025-10-05 04:06:00,2025-10-05 04:26:00,20,24,630,Senior,Red Line
TXN100002466,DMRC781983,Green Park,Noida Sector 62,2025-10-02 16:05:00,2025-10-02 16:32:00,27,13,956,Senior,Blue Line
TXN100002467,DMRC363785,Hauz Khas,Kashmere Gate,2025-10-06 16:23:00,2025-10-06 16:34:00,11,20,589,Student,Yellow Line
TXN100002468,DMRC380394,Dwarka,Botanical Garden,2025-10-02 22:50:00,2025-10-02 23:45:00,55,22,34,Student,Green Line
TXN100002469,DMRC947236,Airport,Huda City Centre,2025-10-02 07:01:00,2025-10-02 07:39:00,38,53,320,Student,Blue Line
TXN100002470,DMRC249151,Nehru Place,Kashmere Gate,2025-10-06 05:50:00,2025-10-06 06:20:00,30,22,254,Student,Yellow Line
TXN100002471,DMRC310361,Botanical Garden,Vaishali,2025-10-05 06:40:00,2025-10-05 07:26:00,46,21,554,Senior,Yellow Line
TXN100002472,DMRC477661,Nehru Place,Huda City Centre,2025-10-06 13:32:00,2025-10-06 13:57:00,25,34,973,Student,Green Line
TXN100002473,DMRC117511,Noida Sector 62,Hauz Khas,2025-10-07 07:01:00,2025-10-07 07:14:00,13,27,765,Adult,Blue Line
TXN100002474,DMRC512196,Green Park,Vaishali,2025-10-03 19:23:00,2025-10-03 20:37:00,74,15,931,Student,Yellow Line
TXN100002475,DMRC796252,Kashmere Gate,Huda City Centre,2025-10-02 04:26:00,2025-10-02 05:28:00,62,21,732,Student,Violet Line
TXN100002476,DMRC132271,Botanical Garden,Dwarka,2025-10-01 08:50:00,2025-10-01 09:43:00,53,23,383,Senior,Red Line
TXN100002477,DMRC379448,Rajiv Chowk,INA,2025-10-04 06:43:00,2025-10-04 07:18:00,35,56,183,Adult,Yellow Line
TXN100002478,DMRC447298,Hauz Khas,Noida Sector 62,2025-10-07 06:28:00,2025-10-07 07:19:00,51,39,205,Adult,Violet Line
TXN100002479,DMRC688395,Nehru Place,Green Park,2025-10-06 20:51:00,2025-10-06 21:37:00,46,48,830,Student,Violet Line
TXN100002480,DMRC167971,Chandni Chowk,Dwarka,2025-10-05 17:56:00,2025-10-05 18:28:00,32,57,437,Adult,Red Line
TXN100002481,DMRC746152,Green Park,INA,2025-10-07 09:15:00,2025-10-07 09:57:00,42,56,731,Senior,Red Line
TXN100002482,DMRC590478,Kalkaji Mandir,Kashmere Gate,2025-10-07 19:50:00,2025-10-07 20:10:00,20,21,225,Senior,Green Line
TXN100002483,DMRC873605,Dwarka,Botanical Garden,2025-10-01 11:32:00,2025-10-01 11:58:00,26,26,119,Student,Green Line
TXN100002484,DMRC161679,Connaught Place,Huda City Centre,2025-10-04 19:01:00,2025-10-04 19:45:00,44,10,855,Student,Red Line
TXN100002485,DMRC147686,Noida Sector 62,Hauz Khas,2025-10-05 16:54:00,2025-10-05 17:16:00,22,41,921,Student,Green Line
TXN100002486,DMRC876766,Chandni Chowk,INA,2025-10-02 13:15:00,2025-10-02 14:15:00,60,15,627,Student,Green Line
TXN100002487,DMRC785490,Dwarka,Green Park,2025-10-01 20:58:00,2025-10-01 21:53:00,55,36,977,Adult,Violet Line
TXN100002488,DMRC877884,Vaishali,Chandni Chowk,2025-10-03 09:18:00,2025-10-03 10:22:00,64,59,773,Adult,Violet Line
TXN100002489,DMRC986620,Hauz Khas,Connaught Place,2025-10-01 20:01:00,2025-10-01 20:19:00,18,36,610,Adult,Green Line
TXN100002490,DMRC402818,Kashmere Gate,Noida Sector 62,2025-10-06 17:32:00,2025-10-06 17:42:00,10,57,824,Adult,Blue Line
TXN100002491,DMRC280135,Noida Sector 62,Nehru Place,2025-10-02 08:05:00,2025-10-02 08:24:00,19,10,766,Senior,Green Line
TXN100002492,DMRC768527,Chandni Chowk,Dwarka,2025-10-07 21:17:00,2025-10-07 21:27:00,10,40,526,Adult,Red Line
TXN100002493,DMRC236999,Chandni Chowk,Green Park,2025-10-05 13:32:00,2025-10-05 13:53:00,21,50,853,Student,Blue Line
TXN100002494,DMRC369366,AIIMS,Botanical Garden,2025-10-05 16:47:00,2025-10-05 16:59:00,12,50,414,Student,Violet Line
TXN100002495,DMRC664147,Anand Vihar,Huda City Centre,2025-10-03 11:51:00,2025-10-03 13:00:00,69,45,271,Adult,Blue Line
TXN100002496,DMRC127985,Noida Sector 62,Nehru Place,2025-10-01 07:16:00,2025-10-01 08:17:00,61,25,64,Student,Green Line
TXN100002497,DMRC320103,Anand Vihar,Rajiv Chowk,2025-10-01 10:06:00,2025-10-01 11:12:00,66,31,62,Student,Violet Line
TXN100002498,DMRC498614,Vaishali,Dwarka,2025-10-01 17:34:00,2025-10-01 18:23:00,49,19,838,Adult,Blue Line
TXN100002499,DMRC155879,Kalkaji Mandir,Chandni Chowk,2025-10-03 00:02:00,2025-10-03 00:40:00,38,58,61,Senior,Green Line
TXN100002500,DMRC571604,INA,Huda City Centre,2025-10-03 10:46:00,2025-10-03 11:42:00,56,45,143,Adult,Yellow Line
TXN100002501,DMRC938764,New Delhi,Anand Vihar,2025-10-02 09:48:00,2025-10-02 10:16:00,28,31,189,Senior,Green Line
TXN100002502,DMRC568144,Noida Sector 62,Kashmere Gate,2025-10-07 13:38:00,2025-10-07 13:51:00,13,12,766,Student,Violet Line
TXN100002503,DMRC589991,Kalkaji Mandir,Anand Vihar,2025-10-02 07:56:00,2025-10-02 08:50:00,54,19,678,Senior,Blue Line
TXN100002504,DMRC340047,Hauz Khas,AIIMS,2025-10-04 10:50:00,2025-10-04 11:28:00,38,22,556,Student,Blue Line
TXN100002505,DMRC394250,New Delhi,Connaught Place,2025-10-04 21:27:00,2025-10-04 21:48:00,21,55,13,Student,Yellow Line
TXN100002506,DMRC936004,Botanical Garden,Hauz Khas,2025-10-04 11:09:00,2025-10-04 11:21:00,12,13,617,Senior,Green Line
TXN100002507,DMRC380924,Hauz Khas,Huda City Centre,2025-10-03 08:54:00,2025-10-03 09:20:00,26,44,760,Adult,Red Line
TXN100002508,DMRC901212,Chandni Chowk,Anand Vihar,2025-10-05 12:24:00,2025-10-05 13:32:00,68,57,627,Senior,Red Line
TXN100002509,DMRC604944,Nehru Place,Connaught Place,2025-10-01 17:59:00,2025-10-01 19:16:00,77,12,340,Student,Violet Line
TXN100002510,DMRC524412,Airport,INA,2025-10-07 16:46:00,2025-10-07 17:02:00,16,22,624,Senior,Yellow Line
TXN100002511,DMRC466923,Noida Sector 62,Rajiv Chowk,2025-10-03 16:16:00,2025-10-03 16:32:00,16,25,120,Student,Violet Line
TXN100002512,DMRC658549,Noida Sector 62,Anand Vihar,2025-10-01 07:37:00,2025-10-01 07:48:00,11,56,297,Adult,Yellow Line
TXN100002513,DMRC534676,Hauz Khas,INA,2025-10-05 08:53:00,2025-10-05 09:28:00,35,11,393,Adult,Blue Line
TXN100002514,DMRC129630,Anand Vihar,New Delhi,2025-10-04 07:42:00,2025-10-04 08:59:00,77,37,210,Adult,Green Line
TXN100002515,DMRC624096,Nehru Place,AIIMS,2025-10-03 09:25:00,2025-10-03 10:44:00,79,13,241,Adult,Green Line
TXN100002516,DMRC158740,Airport,Botanical Garden,2025-10-01 17:41:00,2025-10-01 18:33:00,52,23,31,Student,Red Line
TXN100002517,DMRC237023,Nehru Place,Hauz Khas,2025-10-05 07:17:00,2025-10-05 08:02:00,45,39,642,Senior,Green Line
TXN100002518,DMRC161955,Huda City Centre,Kalkaji Mandir,2025-10-06 19:42:00,2025-10-06 19:59:00,17,21,751,Student,Violet Line
TXN100002519,DMRC131158,Kashmere Gate,Nehru Place,2025-10-01 07:32:00,2025-10-01 08:15:00,43,46,447,Student,Blue Line
TXN100002520,DMRC857407,Kashmere Gate,Botanical Garden,2025-10-07 18:34:00,2025-10-07 19:03:00,29,34,758,Senior,Green Line
TXN100002521,DMRC357113,Rajiv Chowk,Anand Vihar,2025-10-01 09:08:00,2025-10-01 10:06:00,58,31,710,Adult,Green Line
TXN100002522,DMRC661236,Hauz Khas,Anand Vihar,2025-10-05 13:12:00,2025-10-05 14:14:00,62,43,639,Adult,Red Line
TXN100002523,DMRC276719,Hauz Khas,Green Park,2025-10-03 18:32:00,2025-10-03 18:58:00,26,15,670,Senior,Blue Line
TXN100002524,DMRC811702,Anand Vihar,Vaishali,2025-10-06 08:04:00,2025-10-06 08:21:00,17,52,34,Student,Green Line
TXN100002525,DMRC480032,Dwarka,Connaught Place,2025-10-01 19:49:00,2025-10-01 21:02:00,73,48,167,Student,Blue Line
TXN100002526,DMRC904597,Anand Vihar,Botanical Garden,2025-10-01 15:04:00,2025-10-01 15:22:00,18,44,392,Senior,Yellow Line
TXN100002527,DMRC461769,Kalkaji Mandir,INA,2025-10-05 13:39:00,2025-10-05 14:38:00,59,25,869,Student,Green Line
TXN100002528,DMRC666987,Airport,INA,2025-10-07 13:26:00,2025-10-07 14:38:00,72,14,679,Senior,Red Line
TXN100002529,DMRC763529,Kashmere Gate,Chandni Chowk,2025-10-07 11:15:00,2025-10-07 12:22:00,67,52,553,Adult,Yellow Line
TXN100002530,DMRC512844,AIIMS,Botanical Garden,2025-10-05 07:16:00,2025-10-05 08:29:00,73,28,396,Senior,Yellow Line
TXN100002531,DMRC311415,Connaught Place,Nehru Place,2025-10-02 21:37:00,2025-10-02 21:53:00,16,23,771,Adult,Red Line
TXN100002532,DMRC310577,AIIMS,Dwarka,2025-10-01 08:59:00,2025-10-01 10:13:00,74,59,368,Student,Blue Line
TXN100002533,DMRC261816,Airport,Huda City Centre,2025-10-07 09:45:00,2025-10-07 10:02:00,17,29,853,Senior,Green Line
TXN100002534,DMRC964962,Botanical Garden,Anand Vihar,2025-10-05 11:38:00,2025-10-05 12:35:00,57,15,173,Adult,Yellow Line
TXN100002535,DMRC292341,Kalkaji Mandir,Green Park,2025-10-03 22:23:00,2025-10-03 23:22:00,59,41,571,Adult,Yellow Line
TXN100002536,DMRC989536,Chandni Chowk,Huda City Centre,2025-10-05 18:04:00,2025-10-05 18:45:00,41,15,34,Senior,Green Line
TXN100002537,DMRC763615,Vaishali,Hauz Khas,2025-10-02 18:09:00,2025-10-02 18:42:00,33,46,477,Adult,Violet Line
TXN100002538,DMRC366081,Botanical Garden,Kalkaji Mandir,2025-10-04 21:18:00,2025-10-04 22:23:00,65,52,608,Student,Violet Line
TXN100002539,DMRC546969,INA,Botanical Garden,2025-10-05 14:10:00,2025-10-05 14:49:00,39,21,543,Senior,Blue Line
TXN100002540,DMRC635584,Vaishali,Kashmere Gate,2025-10-04 18:34:00,2025-10-04 19:16:00,42,34,413,Senior,Yellow Line
TXN100002541,DMRC669253,Hauz Khas,AIIMS,2025-10-07 16:39:00,2025-10-07 17:20:00,41,23,766,Senior,Blue Line
TXN100002542,DMRC741786,Anand Vihar,Vaishali,2025-10-02 14:20:00,2025-10-02 14:51:00,31,13,938,Adult,Red Line
TXN100002543,DMRC431222,Green Park,New Delhi,2025-10-05 17:15:00,2025-10-05 17:51:00,36,48,33,Senior,Violet Line
TXN100002544,DMRC807269,Green Park,Chandni Chowk,2025-10-06 22:00:00,2025-10-06 22:27:00,27,59,825,Senior,Yellow Line
TXN100002545,DMRC681179,Green Park,Chandni Chowk,2025-10-01 17:18:00,2025-10-01 18:17:00,59,23,780,Student,Yellow Line
TXN100002546,DMRC187583,INA,New Delhi,2025-10-07 21:15:00,2025-10-07 21:48:00,33,36,181,Adult,Violet Line
TXN100002547,DMRC238414,Botanical Garden,INA,2025-10-02 07:38:00,2025-10-02 08:38:00,60,55,747,Adult,Violet Line
TXN100002548,DMRC101393,Botanical Garden,Hauz Khas,2025-10-02 19:48:00,2025-10-02 20:28:00,40,30,79,Adult,Violet Line
TXN100002549,DMRC162923,Botanical Garden,Kashmere Gate,2025-10-05 11:13:00,2025-10-05 12:04:00,51,41,658,Senior,Red Line
TXN100002550,DMRC839237,Connaught Place,Nehru Place,2025-10-04 19:31:00,2025-10-04 20:38:00,67,14,46,Student,Red Line
TXN100002551,DMRC610134,Kashmere Gate,Connaught Place,2025-10-01 20:56:00,2025-10-01 21:07:00,11,53,720,Adult,Blue Line
TXN100002552,DMRC202996,INA,Connaught Place,2025-10-05 16:46:00,2025-10-05 17:57:00,71,36,29,Adult,Green Line
TXN100002553,DMRC756713,Hauz Khas,New Delhi,2025-10-05 11:53:00,2025-10-05 12:29:00,36,23,628,Senior,Violet Line
TXN100002554,DMRC332668,Chandni Chowk,Rajiv Chowk,2025-10-03 08:51:00,2025-10-03 09:05:00,14,32,893,Senior,Yellow Line
TXN100002555,DMRC183045,Rajiv Chowk,Hauz Khas,2025-10-07 13:55:00,2025-10-07 14:36:00,41,30,852,Adult,Violet Line
TXN100002556,DMRC825434,Rajiv Chowk,Hauz Khas,2025-10-02 16:11:00,2025-10-02 16:39:00,28,23,566,Senior,Green Line
TXN100002557,DMRC272482,New Delhi,Connaught Place,2025-10-04 14:01:00,2025-10-04 14:38:00,37,42,844,Senior,Red Line
TXN100002558,DMRC610139,Green Park,Huda City Centre,2025-10-01 12:46:00,2025-10-01 13:36:00,50,16,981,Student,Green Line
TXN100002559,DMRC852171,Botanical Garden,Airport,2025-10-07 12:07:00,2025-10-07 12:32:00,25,33,334,Student,Blue Line
TXN100002560,DMRC158615,Green Park,Nehru Place,2025-10-07 20:08:00,2025-10-07 21:10:00,62,11,842,Adult,Green Line
TXN100002561,DMRC352355,Anand Vihar,Hauz Khas,2025-10-03 19:27:00,2025-10-03 20:20:00,53,32,637,Senior,Red Line
TXN100002562,DMRC523789,INA,Kashmere Gate,2025-10-02 18:40:00,2025-10-02 19:51:00,71,18,631,Adult,Red Line
TXN100002563,DMRC962044,Rajiv Chowk,Dwarka,2025-10-01 15:01:00,2025-10-01 15:30:00,29,11,680,Student,Violet Line
TXN100002564,DMRC987075,Chandni Chowk,Dwarka,2025-10-03 17:52:00,2025-10-03 18:59:00,67,53,264,Adult,Yellow Line
TXN100002565,DMRC688251,Huda City Centre,Rajiv Chowk,2025-10-05 09:41:00,2025-10-05 10:27:00,46,31,966,Adult,Yellow Line
TXN100002566,DMRC915342,INA,Noida Sector 62,2025-10-02 07:27:00,2025-10-02 07:44:00,17,24,58,Senior,Blue Line
TXN100002567,DMRC220949,Nehru Place,AIIMS,2025-10-03 07:13:00,2025-10-03 07:25:00,12,26,192,Student,Green Line
TXN100002568,DMRC254561,Kashmere Gate,Rajiv Chowk,2025-10-06 04:56:00,2025-10-06 05:41:00,45,51,416,Student,Red Line
TXN100002569,DMRC298123,Airport,New Delhi,2025-10-07 23:31:00,2025-10-08 00:10:00,39,33,200,Adult,Red Line
TXN100002570,DMRC309584,AIIMS,Green Park,2025-10-04 17:28:00,2025-10-04 18:24:00,56,10,286,Student,Blue Line
TXN100002571,DMRC616120,Nehru Place,Dwarka,2025-10-02 08:22:00,2025-10-02 08:57:00,35,54,520,Adult,Blue Line
TXN100002572,DMRC758452,Vaishali,INA,2025-10-02 11:55:00,2025-10-02 13:09:00,74,35,380,Adult,Blue Line
TXN100002573,DMRC250830,Green Park,Noida Sector 62,2025-10-06 06:23:00,2025-10-06 07:23:00,60,35,312,Senior,Red Line
TXN100002574,DMRC285918,Noida Sector 62,Connaught Place,2025-10-06 18:03:00,2025-10-06 19:04:00,61,36,196,Senior,Blue Line
TXN100002575,DMRC767345,Rajiv Chowk,Kalkaji Mandir,2025-10-01 16:44:00,2025-10-01 16:57:00,13,40,457,Senior,Blue Line
TXN100002576,DMRC289928,Anand Vihar,Noida Sector 62,2025-10-03 10:43:00,2025-10-03 11:50:00,67,43,848,Student,Green Line
TXN100002577,DMRC759562,Kashmere Gate,Anand Vihar,2025-10-02 09:38:00,2025-10-02 10:53:00,75,16,726,Senior,Blue Line
TXN100002578,DMRC319961,Kashmere Gate,New Delhi,2025-10-01 14:51:00,2025-10-01 16:07:00,76,17,467,Adult,Violet Line
TXN100002579,DMRC163606,Nehru Place,Dwarka,2025-10-02 18:19:00,2025-10-02 19:04:00,45,48,872,Adult,Blue Line
TXN100002580,DMRC449710,Dwarka,Rajiv Chowk,2025-10-01 08:19:00,2025-10-01 08:58:00,39,14,816,Adult,Blue Line
TXN100002581,DMRC676778,Connaught Place,Noida Sector 62,2025-10-06 18:45:00,2025-10-06 19:03:00,18,23,758,Student,Blue Line
TXN100002582,DMRC202251,New Delhi,Hauz Khas,2025-10-01 13:35:00,2025-10-01 14:35:00,60,46,837,Student,Green Line
TXN100002583,DMRC438615,Anand Vihar,AIIMS,2025-10-02 18:16:00,2025-10-02 19:02:00,46,38,573,Senior,Blue Line
TXN100002584,DMRC476891,Connaught Place,Huda City Centre,2025-10-06 18:05:00,2025-10-06 18:35:00,30,56,588,Adult,Red Line
TXN100002585,DMRC283803,Connaught Place,Huda City Centre,2025-10-07 16:36:00,2025-10-07 17:02:00,26,11,256,Student,Green Line
TXN100002586,DMRC465204,INA,Dwarka,2025-10-06 15:04:00,2025-10-06 15:35:00,31,59,255,Senior,Red Line
TXN100002587,DMRC591411,Kalkaji Mandir,Chandni Chowk,2025-10-02 07:16:00,2025-10-02 08:05:00,49,49,183,Senior,Green Line
TXN100002588,DMRC990234,Huda City Centre,AIIMS,2025-10-02 18:42:00,2025-10-02 20:01:00,79,33,724,Adult,Violet Line
TXN100002589,DMRC626198,Huda City Centre,Dwarka,2025-10-04 21:05:00,2025-10-04 22:09:00,64,27,196,Student,Blue Line
TXN100002590,DMRC310781,Botanical Garden,Rajiv Chowk,2025-10-06 12:05:00,2025-10-06 12:58:00,53,49,661,Adult,Green Line
TXN100002591,DMRC652281,New Delhi,Anand Vihar,2025-10-02 08:54:00,2025-10-02 09:06:00,12,22,544,Senior,Yellow Line
TXN100002592,DMRC969887,Huda City Centre,Connaught Place,2025-10-07 08:31:00,2025-10-07 09:43:00,72,55,851,Student,Blue Line
TXN100002593,DMRC649117,Green Park,AIIMS,2025-10-07 08:56:00,2025-10-07 10:15:00,79,23,370,Adult,Red Line
TXN100002594,DMRC744056,Hauz Khas,Green Park,2025-10-01 10:40:00,2025-10-01 11:03:00,23,59,740,Student,Yellow Line
TXN100002595,DMRC338358,Botanical Garden,AIIMS,2025-10-03 17:23:00,2025-10-03 18:11:00,48,45,889,Student,Green Line
TXN100002596,DMRC729735,Kalkaji Mandir,Airport,2025-10-07 07:56:00,2025-10-07 08:59:00,63,28,606,Adult,Red Line
TXN100002597,DMRC110650,Kalkaji Mandir,Kashmere Gate,2025-10-05 10:52:00,2025-10-05 12:06:00,74,44,802,Senior,Violet Line
TXN100002598,DMRC154647,Noida Sector 62,AIIMS,2025-10-04 11:05:00,2025-10-04 11:20:00,15,42,912,Senior,Green Line
TXN100002599,DMRC937415,Dwarka,Airport,2025-10-02 18:19:00,2025-10-02 19:28:00,69,31,569,Student,Yellow Line
TXN100002600,DMRC847761,Connaught Place,Dwarka,2025-10-06 17:03:00,2025-10-06 18:11:00,68,57,727,Student,Violet Line
TXN100002601,DMRC310957,Rajiv Chowk,Botanical Garden,2025-10-06 09:56:00,2025-10-06 11:07:00,71,15,746,Senior,Red Line
TXN100002602,DMRC913942,Huda City Centre,Chandni Chowk,2025-10-01 19:23:00,2025-10-01 20:15:00,52,38,870,Adult,Red Line
TXN100002603,DMRC960442,Dwarka,Noida Sector 62,2025-10-06 10:07:00,2025-10-06 10:48:00,41,22,949,Senior,Blue Line
TXN100002604,DMRC577129,Connaught Place,Airport,2025-10-05 18:14:00,2025-10-05 18:39:00,25,36,300,Adult,Yellow Line
TXN100002605,DMRC611725,Connaught Place,Rajiv Chowk,2025-10-04 05:15:00,2025-10-04 06:11:00,56,28,321,Student,Red Line
TXN100002606,DMRC819406,Vaishali,Kalkaji Mandir,2025-10-01 11:02:00,2025-10-01 11:24:00,22,54,348,Student,Violet Line
TXN100002607,DMRC692787,New Delhi,Botanical Garden,2025-10-06 07:56:00,2025-10-06 08:35:00,39,60,489,Senior,Green Line
